dataset,length,AUC_ROC,AUC_PR,Precision,Recall,F,Precision_at_k,Rprecision,Rrecall,RF,R_AUC_ROC,R_AUC_PR,VUS_ROC,VUS_PR,Affiliation_Precision,Affiliation_Recall,time
normality_1_daphnet.npy,445440,0.7225795682158489,0.2708104213574367,0.5300297945742513,0.06672984284924584,0.11853618334531554,0.06672984284924584,0.44778378533118285,0.06321122381922746,0.11078370853073752,0.738875497428867,0.29074794368348333,0.7235223007722417,0.27133721487076995,0.7752139599031858,0.40071510246845216,4.578158855438232
normality_1_genesis.npy,32440,0.7945670995670995,0.1223412015397993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926548223593059,0.23145003600059874,0.9272337951479269,0.1800389477822976,0.5921033157770886,0.9928093873787444,0.44672536849975586
normality_1_nasa-msl.npy,80427,0.7555787532261687,0.240133392180457,0.4533143264433357,0.12856276531231048,0.20031496062992127,0.12856276531231048,0.32535490931832395,0.17078351309669634,0.22399093440967183,0.737868225978711,0.20789119693463168,0.7385235287361767,0.1954999841713878,0.6677534714231882,0.5844907291774315,0.8380188941955566
normality_2_1_daphnet_genesis.npy,477880,0.7145533228113051,0.23810779412484598,0.41056239685159324,0.06372162673392182,0.11032083098807757,0.06372162673392182,0.43631995498653336,0.07136071040609514,0.1226601841459317,0.7316662310120288,0.2592871658386378,0.7160430629384986,0.24163908406799642,0.7980371725225778,0.37815638770087556,3.8326823711395264
normality_2_2_daphnet_nasa-msl.npy,525867,0.7211992956905388,0.25249648281224596,0.46826041545781594,0.07257324772028274,0.12566961504920893,0.07257324772028274,0.4688870466861434,0.08528260198135683,0.14431648313074918,0.7344677027880046,0.264110851996624,0.7204687413615449,0.245803122943139,0.7652411156398413,0.3678025158037074,3.867673397064209
normality_2_3_genesis_nasa-msl.npy,112867,0.7365117074054068,0.174975899162349,0.48778359511343805,0.1107588666534575,0.18052640077506862,0.1107588666534575,0.32530359820089955,0.17032444709113223,0.22358361689430747,0.7304052936550256,0.1468217575055985,0.7280051593072325,0.13301551898493533,0.6679591869007072,0.6313659743762942,0.9010303020477295
normality_3_1_daphnet_genesis_nasa-msl.npy,558307,0.7031543230826864,0.2140138804194958,0.3772703133297929,0.06377134239393885,0.10910096139079153,0.06377134239393885,0.4153470886351764,0.10401162529291876,0.1663625721146861,0.7026196364940324,0.21062518935683858,0.6954477387340683,0.20264857075703657,0.7025358496073466,0.6079246756248455,3.4358463287353516
normality_3_2_genesis_nasa-msl_daphnet.npy,558307,0.715881691648079,0.22641031853763616,0.3656264555193293,0.07046805149105011,0.11816238672968661,0.07046805149105011,0.4407145117522905,0.08852791584753561,0.1474391892053491,0.7338973920996209,0.24466417866542794,0.7181237610981692,0.2266724949336382,0.781400674020559,0.3794383763855554,4.068430185317993
normality_3_3_nasa-msl_daphnet_genesis.npy,558307,0.7118852684945067,0.23009426303752514,0.4278835129557441,0.06700299825849657,0.11586283975722203,0.06700299825849657,0.4192352641503927,0.08366241705991763,0.13948855533062976,0.7215044020435027,0.23478235238544637,0.7084960825114893,0.22010168382406559,0.7384136362166059,0.381587020777668,4.431795597076416
